m/z	I	S/N	Res.	A %	
323.05614	11340458	46.2	356429	8.3	
323.07142	7404209	29.5	367371	4.9	
323.07725	6431411	25.4	358858	4.6	
323.09002	4222648	16.0	314684	3.2	
323.09253	28951226	121.1	340184	24.1	
323.09508	3416762	12.6	537909	1.6	
323.09840	39412412	165.5	342536	32.2	
323.10778	7916224	31.7	363542	5.4	
323.11367	10977986	44.7	355478	8.1	
323.12892	15278793	63.0	364612	11.3	
324.05959	2640976	9.3	362270	1.7	
324.06396	6284370	24.7	357721	4.6	
324.07924	5596249	21.8	355824	3.8	
324.09586	5952608	23.3	379431	4.0	
324.10039	6958177	27.6	335864	5.3	
324.10173	4250722	16.1	278016	3.0	
324.11557	3443816	12.7	397948	2.0	
324.13214	2573423	9.0	333167	1.4	
324.13673	2594929	9.1	439655	1.3	
324.99896	5455321	21.2	341937	3.9	
325.03539	4159977	15.7	363433	2.7	
325.05050	3197423	11.6	391229	1.8	
325.06934	5412343	21.0	353175	3.8	
325.07181	20420088	84.8	365125	15.0	
325.08704	13112830	53.8	354597	10.1	
325.09293	8654336	34.8	348577	6.3	
325.10585	2649606	9.3	363698	1.7	
325.10819	28452358	118.9	342588	23.7	
325.11408	3592713	13.3	375104	2.2	
325.12337	6026765	23.6	334520	4.4	
325.12925	4528656	17.3	365066	3.1	
325.14453	8226326	33.0	368429	5.9	
326.05860	3056530	11.0	343606	1.9	
326.07502	4189081	15.8	312612	3.2	
326.07967	7946139	31.8	364602	5.7	
326.09484	6293410	24.8	353587	4.6	
326.11152	5702568	22.3	356532	3.9	
326.11601	5370794	20.9	351415	4.0	
326.13112	2702256	9.5	402273	1.4	
327.01460	4037918	15.2	372356	2.4	
327.05109	6934829	27.5	362795	4.6	
327.06397	2535730	8.8	431461	1.3	
327.06630	9812275	39.7	351613	7.7	
327.06974	3567925	13.2	375775	2.3	
327.08509	4534587	17.3	338051	3.0	
327.08745	28739900	120.1	346458	24.6	
327.10272	15231298	62.8	353928	12.0	
327.10861	7102789	28.2	349080	5.5	
327.12383	21489994	89.3	358380	17.1	
327.13909	5044562	19.5	370478	3.3	
327.16027	3766618	14.0	415924	2.3	
328.05881	3620556	13.4	318326	2.6	
328.06971	2885840	10.3	319089	2.0	
328.07414	5712594	22.3	341003	4.3	
328.09079	6716121	26.6	356866	5.1	
328.09527	9022171	36.4	353486	6.5	
328.10598	3876575	14.5	388030	2.3	
328.11050	4735713	18.2	332665	3.3	
328.12722	4493032	17.1	375433	2.9	
328.13168	3146474	11.4	374586	1.9	
329.03040	3028058	10.9	339479	2.0	
329.04325	2512479	8.7	359723	1.6	
329.04558	4707424	18.0	373204	3.0	
329.06418	3074664	11.1	292212	2.3	
329.06670	13126760	53.8	355843	9.8	
329.07961	3567726	13.2	368354	2.5	
329.08194	18308206	75.8	339911	15.0	
329.08789	5014641	19.3	294307	4.0	
329.09732	3472501	12.8	379462	2.0	
329.09968	2992246	10.8	499318	1.3	
329.10310	32230520	135.0	339410	28.3	
329.11834	14716029	60.6	344302	11.4	
329.12422	2953344	10.6	371744	1.7	
329.13948	11840646	48.3	338372	9.2	
329.15473	2832012	10.1	369130	1.6	
330.05339	3560954	13.2	354855	2.3	
330.07453	3798531	14.2	386859	2.3	
330.08540	3588615	13.3	304238	2.6	
330.08978	7706121	30.8	350095	6.0	
330.10644	6327824	24.9	341555	4.6	
330.11088	4890130	18.8	377536	3.1	
330.12170	3632662	13.5	332360	2.5	
330.12618	3097112	11.2	372193	1.9	
331.05882	3932050	14.7	366864	2.7	
331.06123	10911635	44.4	343239	8.6	
331.06709	9308053	37.6	354322	7.1	
331.07644	4146073	15.6	333375	3.2	
331.07992	3124122	11.3	349898	2.2	
331.08237	16752539	69.2	340890	13.8	
331.09521	3804064	14.2	398940	2.2	
331.09761	22843298	95.1	352475	19.0	
331.10344	4415396	16.8	311933	3.5	
331.11278	3743655	13.9	342594	2.5	
331.11873	25743274	107.4	339495	21.4	
331.13403	9582512	38.7	357511	7.2	
331.15511	4708281	18.0	357692	3.3	
332.06449	2662183	9.2	303487	1.9	
332.06905	7627049	30.0	357256	5.7	
332.08431	3403055	12.3	377549	2.2	
332.08586	2797872	9.8	319129	1.9	
332.09015	3933489	14.5	345787	2.6	
332.10096	5693750	21.9	347333	4.2	
332.10541	7213368	28.3	367208	5.0	
332.12211	4683070	17.7	380096	3.2	
333.04044	4150958	15.5	316489	3.1	
333.06162	3662519	13.4	358271	2.3	
333.07446	5828284	22.5	347062	4.6	
333.07687	20095676	82.3	345676	16.4	
333.09216	7518915	29.6	380653	4.9	
333.09803	16671429	67.9	344582	13.8	
333.11327	21529292	88.3	343315	17.7	
333.12852	3412690	12.4	415697	1.8	
333.13438	12276436	49.5	363324	9.2	
333.14961	6243034	24.2	348498	4.6	
334.04828	3394624	12.3	392741	1.8	
334.06345	2894918	10.2	399423	1.6	
334.08031	3735117	13.7	264847	3.3	
334.08468	7871567	31.0	352924	6.1	
334.09991	3719253	13.6	344746	2.5	
334.10124	2785365	9.7	281407	2.0	
334.10579	3166295	11.3	367167	2.0	
334.11665	3636316	13.3	389231	2.5	
334.12108	4882525	18.5	350194	3.7	
335.05369	4517328	17.0	327626	3.5	
335.05612	10294736	41.2	356668	7.9	
335.07137	6456791	25.1	366686	4.8	
335.07490	3108312	11.1	296645	2.3	
335.07725	7382489	29.0	358683	5.5	
335.09017	5662174	21.8	333410	4.2	
335.09253	23598558	97.0	338831	20.8	
335.09826	2976225	10.5	404538	1.6	
335.10777	7988709	31.5	342196	6.1	
335.11363	14824935	60.2	332711	12.6	
335.12885	16397805	66.8	345903	12.8	
335.15006	3952118	14.6	388363	2.4	
335.16529	2978300	10.5	391179	1.7	
336.05946	2687837	9.3	329195	1.7	
336.06400	4958047	18.8	349188	3.6	
336.07923	4777829	18.1	341166	3.8	
336.09587	5062507	19.3	275900	4.6	
336.10037	7907181	31.2	371116	5.7	
336.11557	3151731	11.3	280606	2.5	
336.11698	2742643	9.5	316083	1.7	
336.13234	3498873	12.7	362746	2.2	
336.13681	2582395	8.9	415030	1.3	
337.03537	4458716	16.7	369380	2.9	
337.05073	2927842	10.3	404042	1.6	
337.06938	5675242	21.8	345011	4.1	
337.07179	17676522	72.1	346902	15.0	
337.08704	11184368	44.9	366615	8.4	
337.09289	11385075	45.8	342795	9.1	
337.10445	2651383	9.2	482423	1.3	
337.10581	4197624	15.6	341521	3.0	
337.10818	25868536	106.5	337391	22.2	
337.11399	3050235	10.8	327307	2.3	
337.12343	6529279	25.4	317450	5.4	
337.12925	9132289	36.3	350836	6.9	
337.14458	10565895	42.3	348622	8.3	
338.05858	3868268	14.3	349987	2.6	
338.07526	3528819	12.8	251306	3.3	
338.07960	8170101	32.3	392151	5.8	
338.09046	3211897	11.5	385778	2.0	
338.09487	6359675	24.7	366832	4.5	
338.11154	5600897	21.5	340291	4.4	
338.11590	5943939	23.0	352801	4.2	
338.14791	2873999	10.1	394763	1.5	
339.01468	3865569	14.2	331035	2.7	
339.04879	2620398	9.0	387894	1.6	
339.05109	7246831	28.4	365492	5.4	
339.06382	2881524	10.1	383163	1.9	
339.06626	8084469	31.9	346948	6.1	
339.07213	2909175	10.2	407727	1.7	
339.08164	2680827	9.3	285482	1.8	
339.08368	2678779	9.3	471114	1.3	
339.08497	5583868	21.4	336154	4.2	
339.08743	23362556	96.0	332558	21.1	
339.09327	2567167	8.8	357462	1.5	
339.10270	13523971	54.7	329908	11.3	
339.10855	9710597	38.7	321831	8.6	
339.12382	23157770	95.1	347933	19.4	
339.13902	4734993	17.9	332140	3.7	
339.14495	2951187	10.4	377490	1.8	
339.16022	4805657	18.2	368557	3.5	
340.05894	3865973	14.2	339622	2.9	
340.07411	6774139	26.4	339246	5.4	
340.09084	5728642	22.1	339864	4.5	
340.09523	7724419	30.4	331162	6.3	
340.10595	3516807	12.8	344673	2.5	
340.11052	5551497	21.3	347387	4.1	
340.12719	4790672	18.1	334560	3.6	
340.13167	3371409	12.2	371836	2.2	
341.03024	3010284	10.7	384278	1.8	
341.04561	2900722	10.2	301487	2.3	
341.06433	3810041	14.0	334194	3.1	
341.06675	12463866	50.3	351704	10.0	
341.07953	2961663	10.5	284864	2.6	
341.08195	14667520	59.5	340570	12.3	
341.08784	5330690	20.4	357143	3.9	
341.10064	4468487	16.8	309945	3.6	
341.10307	32284424	133.4	334319	29.6	
341.10516	8625929	34.2	416882	5.8	
341.10894	114368264	477.4	337059	100.0	
341.11831	13070094	52.8	343708	10.8	
341.12423	5315344	20.3	318460	4.3	
341.13944	14364438	58.2	337944	12.2	
341.17589	2698020	9.4	441121	1.4	
342.05342	3856501	14.2	380034	2.3	
342.07457	4802685	18.2	356157	3.1	
342.08535	4867201	18.4	353273	3.4	
342.08976	8241283	32.6	353408	6.3	
342.10643	6451337	25.1	352917	5.2	
342.11086	6881419	26.9	304779	4.9	
342.11229	14999691	60.9	341805	12.5	
342.12170	3176591	11.4	341981	2.1	
342.12620	4352145	16.3	321361	3.4	
342.14286	2755735	9.6	371225	1.7	
343.00957	3213794	11.3	352035	2.2	
343.04602	3607024	13.0	329551	2.7	
343.05877	3654133	13.2	329262	2.7	
343.06125	9636342	37.9	339711	8.1	
343.07640	4381180	16.2	345089	3.3	
343.07999	3533309	12.7	345758	2.4	
343.08233	19517950	78.7	335994	17.1	
343.09527	3717635	13.4	320753	2.9	
343.09756	20091396	81.1	338776	16.9	
343.10346	7342598	28.4	352835	6.2	
343.11284	4076041	14.9	239620	4.0	
343.11470	2779658	9.6	436771	1.4	
343.11873	27689484	112.5	334758	24.3	
343.13400	9716241	38.2	324199	8.2	
343.15511	6507034	25.0	360906	4.9	
344.06447	2637683	9.0	325053	2.0	
344.06904	7512949	29.1	345371	5.7	
344.08423	2815867	9.7	314484	2.1	
344.08572	4000635	14.6	360423	2.7	
344.09016	6783869	26.1	351197	5.4	
344.10094	6040449	23.0	347940	4.6	
344.10545	8014723	31.2	348094	6.4	
344.12204	6359945	24.3	327514	5.4	
344.12660	4535179	16.8	367113	3.1	
344.13736	2704271	9.2	364382	1.5	
345.04044	3611877	13.0	354703	2.5	
345.06162	5965037	22.7	356037	4.5	
345.07453	5381362	20.3	309091	4.4	
345.07687	17274098	69.4	341760	15.4	
345.08032	12494068	49.7	336538	11.0	
345.09214	6749433	25.9	334392	5.6	
345.09532	2799354	9.6	209726	2.4	
345.09799	26436858	107.3	337931	23.3	
345.10899	2731263	9.3	289407	2.1	
345.11092	2882304	10.0	284887	2.3	
345.11323	20804864	84.0	331795	18.4	
345.11897	3670275	13.2	378589	2.3	
345.12856	3014406	10.5	326465	2.3	
345.13436	16426248	65.9	348045	13.7	
345.14967	6663438	25.6	364952	5.0	
345.17066	2771734	9.5	335445	1.8	
346.04824	3000929	10.5	413786	1.7	
346.06366	2577511	8.7	227636	2.4	
346.08023	4154989	15.2	369404	2.9	
346.08469	7868015	30.6	344645	6.3	
346.09984	3998324	14.6	330593	2.8	
346.10131	5658229	21.4	350270	4.1	
346.10579	4782711	17.8	359088	3.4	
346.11656	4563579	16.9	354767	3.3	
346.12108	6006397	22.9	381478	4.3	
346.13766	3214979	11.3	325380	2.4	
347.05373	4158427	15.2	327165	3.6	
347.05611	9617371	37.8	334174	8.0	
347.07131	4672481	17.4	295568	3.9	
347.07483	2971618	10.3	358499	2.0	
347.07724	11237347	44.5	331454	10.2	
347.08843	2864104	9.9	326431	2.1	
347.09009	5402600	20.4	324399	4.2	
347.09251	24356840	98.7	343245	21.8	
347.09826	2772971	9.5	317836	1.9	
347.10778	6682607	25.7	327088	5.5	
347.11364	20039664	80.9	332269	18.1	
347.12889	16938998	68.0	334462	14.7	
347.15000	7591935	29.4	344245	6.0	
347.16530	3932164	14.3	373456	2.5	
348.06391	5487956	20.7	315455	5.0	
348.07916	4886874	18.2	341991	3.8	
348.09586	5447008	20.6	335151	4.6	
348.10029	9009506	35.3	312986	8.0	
348.11545	2735463	9.4	264690	2.1	
348.11705	4443496	16.4	316357	3.5	
348.13220	5052782	18.9	317717	4.0	
348.13674	3653999	13.2	336774	2.5	
349.03533	4028094	14.7	361372	2.8	
349.06936	7031499	27.1	316117	5.8	
349.07179	15960779	64.0	337401	14.1	
349.08700	9417425	37.0	325086	8.1	
349.09293	11422419	45.2	326864	10.2	
349.09470	5008084	18.7	281014	4.4	
349.10575	4380376	16.2	240692	4.2	
349.10815	26929880	109.3	329028	24.0	
349.12344	7668447	29.7	353508	6.0	
349.12922	12987105	51.7	329482	11.2	
349.14456	11012838	43.6	332332	9.8	
350.05848	3512377	12.6	363763	2.3	
350.07521	3929152	14.3	313836	3.3	
350.07969	6184001	23.6	323412	4.7	
350.09043	3628101	13.0	355676	2.5	
350.09484	5949511	22.6	304475	5.4	
350.10070	3097673	10.9	372751	1.9	
350.11153	5473357	20.7	335094	4.5	
350.11603	7801935	30.3	355780	5.8	
350.12676	2803795	9.6	405655	1.5	
350.13121	2618452	8.9	335180	1.9	
350.14783	2819674	9.7	289401	2.3	
351.01455	2694555	9.2	370343	1.6	
351.04864	3474343	12.4	287290	2.9	
351.05104	6866344	26.4	354059	5.2	
351.06629	6682030	25.7	350618	5.1	
351.08499	5969333	22.7	283796	5.5	
351.08741	21335478	86.2	326834	19.1	
351.10269	12697019	50.5	330853	10.9	
351.10851	12201405	48.5	327896	10.6	
351.12382	21761474	88.0	325753	20.1	
351.13897	5162441	19.4	353697	3.8	
351.14501	5402059	20.4	360560	3.9	
351.16015	6098384	23.3	357136	4.8	
352.05891	3026715	10.6	392788	2.0	
352.07417	4729633	17.6	347223	3.6	
352.09087	4311847	15.9	344391	3.3	
352.09525	6651688	25.5	320245	5.7	
352.10604	2852652	9.8	418259	1.6	
352.11045	6147886	23.5	343079	4.9	
352.12710	4583220	17.0	309147	3.8	
352.13162	4448054	16.4	386084	3.0	
353.03027	3423359	12.2	344318	2.4	
353.04562	2770053	9.5	366074	1.8	
353.06435	2944651	10.2	231401	2.8	
353.06673	10131596	39.9	329582	8.7	
353.07958	2948241	10.2	333114	1.9	
353.08193	13856914	55.3	333450	12.5	
353.08778	6566036	25.2	319542	5.8	
353.10064	4614297	17.1	317419	3.6	
353.10306	28250266	114.8	333804	27.1	
353.10891	2965148	10.3	280981	2.4	
353.11830	13148319	52.4	329127	11.8	
353.12419	8698017	34.0	338171	7.0	
353.13945	16171175	64.9	334530	14.3	
353.15470	3138733	11.0	371105	2.0	
353.17593	2525876	8.5	345908	1.7	
354.07007	2795003	9.6	367546	1.9	
354.07441	4651516	17.3	354657	3.3	
354.08535	2562560	8.6	381355	1.7	
354.08972	6457858	24.7	324564	5.4	
354.10642	5290504	19.9	320544	4.6	
354.11089	7129610	27.5	312869	6.1	
354.12170	3167757	11.1	329620	2.4	
354.12616	3419663	12.2	319614	2.8	
354.14275	3557909	12.8	340639	2.5	
355.00956	3430225	12.0	342908	2.5	
355.04597	3332958	11.6	339284	2.4	
355.05880	3359586	11.7	306198	3.0	
355.06115	7463779	28.4	313003	6.5	
355.07637	2619753	8.7	299803	2.0	
355.07993	5700458	21.3	283078	5.4	
355.08232	16913258	66.9	323858	15.9	
355.09506	2997104	10.3	257480	2.7	
355.09761	16528240	65.3	340347	14.7	
355.10350	7463795	28.4	345026	6.0	
355.11277	3962742	14.2	312071	3.4	
355.11870	27439992	109.7	332855	25.7	
355.13397	9591678	37.1	322002	8.5	
355.13980	4380544	15.9	314617	3.5	
355.15505	8467333	32.5	313551	7.5	
356.06900	4874449	17.9	345231	3.5	
356.08574	3638487	12.9	300902	3.0	
356.09018	6163672	23.2	360743	4.6	
356.10087	3516636	12.4	379114	2.3	
356.10539	6755550	25.6	319637	5.9	
356.12209	6157540	23.1	327014	5.2	
356.12652	4478182	16.3	338429	3.8	
356.13719	2594025	8.6	351966	1.7	
357.03812	2544175	8.4	332496	1.7	
357.06157	5611063	20.9	313821	5.0	
357.07432	4601404	16.8	292548	4.1	
357.07682	13755965	54.0	334058	12.9	
357.09215	5487170	20.4	326865	4.4	
357.09589	3463748	12.2	269389	3.1	
357.09798	23303748	92.9	325548	21.7	
357.11324	18134602	71.9	329619	16.5	
357.11907	5475916	20.4	354321	4.3	
357.12856	3204687	11.1	343525	2.3	
357.13435	19879506	79.0	330275	18.9	
357.14958	5807703	21.7	350832	4.9	
357.17074	3653215	12.9	321493	2.9	
358.08018	3019686	10.4	375602	1.9	
358.08470	7763880	29.7	312980	6.7	
358.10136	4402094	16.0	288911	3.7	
358.10574	6514607	24.6	334743	5.3	
358.11656	4198323	15.2	330518	3.6	
358.12110	5683125	21.2	332803	4.7	
358.13769	3668922	13.0	297407	3.4	
359.05362	3485955	12.3	344509	2.7	
359.05612	7813380	29.9	332404	6.6	
359.07133	3730697	13.3	331726	2.8	
359.07489	3221771	11.2	332075	2.4	
359.07722	9099531	35.1	320344	8.4	
359.09011	4739344	17.4	315904	3.9	
359.09247	18831632	74.7	326033	17.2	
359.09833	5900563	22.1	330775	4.8	
359.10777	5633303	21.0	283133	5.5	
359.11361	27572504	110.3	311005	27.1	
359.12886	16324894	64.5	320504	15.2	
359.15001	11680037	45.6	333225	10.1	
359.16524	4108587	14.8	342818	3.1	
360.06397	4844141	17.8	376306	3.4	
360.07926	3458674	12.1	375446	2.3	
360.08510	2591348	8.6	378532	1.4	
360.09581	3798648	13.5	378406	2.5	
360.10027	8745593	33.7	318529	7.6	
360.11697	4772479	17.5	313501	3.7	
360.12146	3308161	11.5	347488	2.4	
360.13228	2986629	10.2	382004	1.8	
360.13677	4565638	16.6	320523	3.9	
360.15333	2791052	9.4	287662	2.2	
361.03530	2815943	9.5	344352	1.9	
361.05660	2510798	8.3	341866	1.7	
361.06931	5094355	18.8	309052	4.3	
361.07172	12618707	49.4	312897	11.9	
361.08697	7177177	27.3	337964	5.8	
361.09041	2484698	8.2	334317	1.8	
361.09290	14248923	56.0	334481	13.0	
361.10582	4202464	15.2	302008	3.4	
361.10816	22199264	88.4	327662	20.6	
361.11410	3161059	10.9	352657	2.1	
361.12343	4590566	16.7	334733	3.7	
361.12925	16817128	66.5	312450	15.9	
361.14451	10537965	40.9	321771	9.6	
361.16559	4006901	14.4	348237	3.0	
362.07964	5778746	21.6	326398	5.2	
362.09483	5070143	18.7	337787	4.2	
362.11152	5725509	21.4	352661	4.5	
362.11598	6362439	24.0	311051	6.0	
362.13270	3633485	12.9	287604	3.2	
362.14794	2745682	9.2	382621	1.6	
363.04870	3115665	10.7	313643	2.4	
363.05101	4845202	17.8	342212	3.9	
363.06626	4786839	17.5	306479	3.8	
363.07215	3178137	11.0	334784	2.2	
363.08498	6426270	24.2	294264	6.1	
363.08738	18787998	74.5	304307	18.6	
363.08883	2517663	8.3	535741	1.0	
363.09084	17927840	71.0	311208	17.5	
363.10262	9934500	38.5	289895	10.2	
363.10855	14896806	58.7	315040	14.6	
363.12160	2791083	9.4	364503	1.8	
363.12377	21266092	84.6	316745	21.3	
363.13914	3942065	14.1	360244	2.9	
363.14490	8902323	34.3	349310	7.1	
363.16018	7450297	28.4	321820	6.5	
364.05886	4122614	14.8	309523	3.7	
364.07418	3975163	14.2	347170	3.0	
364.09070	3125761	10.8	201591	3.6	
364.09529	7129091	27.1	309494	6.7	
364.10612	2508807	8.3	343605	1.6	
364.11048	5048328	18.6	317003	4.4	
364.12718	4553742	16.6	331301	3.7	
364.13160	5047312	18.6	331866	3.8	
365.05450	5885269	22.0	304151	5.2	
365.06449	3673432	13.0	272334	3.4	
365.06665	8657241	33.3	313550	7.8	
365.08191	10137950	39.3	310743	9.6	
365.08779	5710176	21.3	309151	5.5	
365.09744	2689892	9.0	242830	2.6	
365.10065	5023077	18.5	278126	4.7	
365.10304	23290214	92.8	332128	22.1	
365.10895	4289896	15.5	348860	3.3	
365.11830	10359147	40.2	318935	9.8	
365.12416	10920301	42.5	314600	10.3	
365.13942	15569266	61.4	304200	15.4	
365.15473	3460472	12.1	337225	2.7	
365.16058	3116410	10.7	311478	2.6	
365.17585	4063615	14.6	352868	2.9	
366.05344	2498739	8.2	355359	1.7	
366.07453	4666043	17.0	302427	4.2	
366.08971	6181568	23.2	337342	5.2	
366.10631	5678790	21.2	290375	5.8	
366.11089	6750920	25.5	326381	7.0	
366.12169	2791115	9.4	333567	1.9	
366.12620	3542733	12.5	308482	3.0	
366.14285	4282067	15.5	318846	3.5	
367.00953	2577922	8.4	312649	1.8	
367.04605	3976207	14.0	345696	3.0	
367.05884	2991124	10.1	376026	2.0	
367.06119	5364757	19.6	343545	4.5	
367.07987	5432347	19.8	280394	5.7	
367.08230	13759516	53.2	316346	13.2	
367.09760	13894689	53.7	316027	13.7	
367.10342	7064611	26.4	259220	7.2	
367.10538	7590948	28.5	278463	7.4	
367.11871	23266344	91.3	325656	22.2	
367.13398	8713262	33.0	319796	8.2	
367.13982	6165552	22.8	343963	5.1	
367.15510	10724405	41.0	331183	9.8	
368.06897	4320629	15.4	361639	3.1	
368.08555	2755706	9.1	282808	2.0	
368.09021	5436796	19.9	317580	5.1	
368.10097	3198336	10.9	300082	2.3	
368.10543	6663553	24.8	316897	6.3	
368.12211	6305159	23.3	298146	6.2	
368.12645	5229961	19.0	362130	4.1	
368.15846	2994580	10.1	274959	2.7	
369.05900	2608334	8.5	301051	2.0	
369.06159	5486287	20.1	352057	4.8	
369.07437	3882707	13.6	282534	3.5	
369.07684	12265172	47.2	307668	11.9	
369.09211	3891929	13.7	296243	3.4	
369.09553	4146906	14.7	250091	4.0	
369.09796	21882588	85.7	321196	21.3	
369.11322	16062176	62.4	325374	15.2	
369.11911	7823075	29.4	329144	6.9	
369.12847	2673382	8.8	274341	2.3	
369.13433	21751528	85.2	319935	21.6	
369.14963	6047469	22.3	318627	5.3	
369.17069	4569845	16.4	306164	4.1	
370.08467	6957106	25.9	340197	5.8	
370.10136	3535928	12.2	326463	2.7	
370.10585	6772794	25.2	314285	6.1	
370.11657	3660349	12.7	291339	3.1	
370.12101	6344767	23.5	320944	6.0	
370.13774	4437061	15.9	338633	3.5	
370.14212	3206214	10.9	360515	2.3	
371.05383	3277186	11.2	311125	3.0	
371.05610	6021507	22.2	335643	5.1	
371.07488	3804554	13.3	296665	3.3	
371.07723	8923530	33.8	322103	8.4	
371.09017	5789071	21.3	293202	5.7	
371.09251	18798992	73.4	315143	18.9	
371.09834	3398034	11.7	281138	3.1	
371.10782	5296533	19.3	273230	4.8	
371.11114	3325334	11.4	217700	3.8	
371.11364	25954710	102.0	305682	26.3	
371.12887	16239004	63.1	318275	16.1	
371.13481	4306334	15.3	347257	3.2	
371.14998	14842275	57.5	321628	15.0	
371.16525	4226473	15.0	344324	3.2	
372.06404	4380384	15.6	331209	3.8	
372.07938	2873061	9.6	259988	2.3	
372.08515	3295975	11.3	336123	2.4	
372.09592	4335339	15.4	318465	4.0	
372.10030	6839020	25.5	305204	6.4	
372.11698	5421810	19.8	320377	4.9	
372.12143	8446708	31.9	320607	7.8	
372.13222	4307704	15.3	297863	4.2	
372.13663	4984569	18.0	329270	4.1	
372.15330	2776831	9.2	345598	2.0	
373.06933	5022779	18.2	273918	5.0	
373.07172	12065852	46.4	309855	12.2	
373.08708	5385281	19.6	333185	4.7	
373.09051	3836994	13.4	262890	3.5	
373.09290	14654531	56.8	315881	15.3	
373.10574	5707848	20.9	266461	5.9	
373.10817	22555720	88.4	320410	22.2	
373.11408	4631627	16.6	299832	3.8	
373.12341	4802638	17.3	291870	4.4	
373.12928	26979408	106.1	315092	28.1	
373.14452	13044821	50.3	319013	12.2	
373.16564	6980700	26.0	328343	6.4	
373.18097	3486817	12.0	375088	2.3	
374.07483	2696085	8.9	242741	2.7	
374.07961	6426007	23.8	320352	5.7	
374.09481	3557788	12.3	221446	3.6	
374.10071	4347294	15.5	322527	3.7	
374.11150	5944738	21.9	307022	5.7	
374.11600	7108004	26.5	330915	6.2	
374.13264	5746089	21.1	318626	5.3	
374.13713	3404203	11.7	356393	2.5	
374.14788	3521967	12.2	311319	3.0	
374.15238	2751920	9.1	379269	1.7	
375.04871	2765540	9.2	305420	2.0	
375.05107	5846757	21.5	313178	5.7	
375.06639	3922666	13.8	351339	3.0	
375.07215	3124972	10.6	384918	2.0	
375.08491	5730033	21.0	303959	5.6	
375.08740	17202930	67.0	311074	18.0	
375.10273	8173303	30.8	289285	9.4	
375.10849	17993464	70.1	313531	19.4	
375.12161	3536125	12.2	254654	3.6	
375.12380	21982974	86.1	307460	22.4	
375.13905	5512963	20.2	314869	5.0	
375.14491	14434053	55.9	322714	13.7	
375.16022	7569163	28.4	335052	6.8	
375.18127	2595602	8.5	388210	1.4	
376.05890	3050559	10.3	364087	2.0	
376.07416	3099716	10.5	337915	2.6	
376.09084	3667018	12.8	328450	3.2	
376.09524	6742092	25.1	328600	5.9	
376.11054	4327505	15.4	259425	4.0	
376.11638	3637331	12.6	342590	3.1	
376.12705	5593175	20.5	327626	4.9	
376.13159	5836888	21.5	331828	5.0	
376.14826	2677854	8.8	368629	1.9	
376.16353	2935907	9.8	376214	1.9	
377.06414	3384728	11.6	302434	3.1	
377.06666	8522136	32.2	332441	7.9	
377.08197	7840158	29.5	305342	8.1	
377.08782	12571040	48.4	306060	12.9	
377.10061	5128612	18.6	264960	5.3	
377.10307	22196644	87.0	309348	22.9	
377.10890	3964327	14.0	305232	3.5	
377.11829	10080682	38.4	317423	10.3	
377.12418	16097708	62.5	319861	15.4	
377.13941	17609138	68.6	314880	17.5	
377.15483	2975159	10.0	337198	2.4	
377.16054	5956025	21.9	355477	4.8	
377.17576	5036478	18.2	289958	4.8	
378.07454	5225201	19.0	324260	4.7	
378.08973	5251830	19.1	302871	5.2	
378.10651	4605692	16.5	259480	4.1	
378.11087	7158526	26.7	333551	6.5	
378.12165	2841345	9.5	352559	2.0	
378.12601	3757827	13.1	294147	3.5	
378.14280	4811529	17.3	357039	3.7	
378.14718	3395338	11.7	327617	2.6	
379.04591	2906173	9.7	353803	2.2	
379.06116	4471874	16.0	343379	4.0	
379.07996	5395529	19.7	293190	5.2	
379.08232	14799945	57.3	323074	14.6	
379.09764	12133454	46.7	305090	12.8	
379.10346	9215056	35.0	301204	9.3	
379.11306	2777684	9.2	227280	3.0	
379.11623	4131413	14.6	237617	4.7	
379.11868	23409750	91.8	305680	24.6	
379.12457	2774104	9.2	341944	2.0	
379.13393	8279131	31.2	300517	8.2	
379.13979	10044509	38.3	311457	9.5	
379.15506	12239970	47.1	318606	11.6	
379.17044	2482279	8.0	332421	1.9	
380.06892	3183002	10.8	347150	2.6	
380.09018	5178785	18.8	316174	4.9	
380.10097	3480997	12.0	364259	2.6	
380.10541	6028710	22.2	325806	5.6	
380.12206	5286316	19.2	296362	5.4	
380.12653	5512621	20.1	329882	4.7	
380.13740	2534833	8.2	396663	1.6	
380.15836	3377592	11.6	368339	2.2	
381.06157	4880108	17.3	329733	4.7	
381.07442	2561776	8.2	286762	2.3	
381.07686	8623857	32.1	335758	8.1	
381.09220	3484406	11.8	286119	3.3	
381.09561	7063287	25.9	282149	7.2	
381.09796	18102008	69.4	317272	18.4	
381.11102	3807997	13.1	238456	4.2	
381.11324	14943997	56.9	311278	14.7	
381.11908	9432831	35.2	312966	9.2	
381.13436	18454276	70.7	314423	19.8	
381.14962	5506826	19.8	334815	5.1	
381.15548	3986188	13.8	338291	3.1	
381.17073	5259025	18.8	333963	4.4	
382.08474	5034056	17.9	342662	4.2	
382.10142	4806733	17.0	304475	4.7	
382.10581	5404751	19.4	316792	5.1	
382.11658	4718675	16.7	306627	4.3	
382.12109	5472340	19.6	300934	5.5	
382.13775	4649050	16.4	347690	3.8	
382.14212	3815515	13.1	314297	3.3	
383.05390	2741649	8.9	330676	2.2	
383.05615	4097426	14.2	341353	3.4	
383.06512	8278421	30.7	302729	8.0	
